zone,state,lga,sector,ea,hhid,cropcode,phl_q02_1,phl_q03_1,phl_q04_1,phl_q05_1,phl_q06_1,phl_q07__1_1,phl_q07__2_1,phl_q07__3_1,phl_q07__4_1,phl_q07__5_1,phl_q07__6_1,phl_q02_2,phl_q03_2,phl_q04_2,phl_q05_2,phl_q06_2,phl_q07__1_2,phl_q07__2_2,phl_q07__3_2,phl_q07__4_2,phl_q07__5_2,phl_q07__6_2,phl_q02_3,phl_q03_3,phl_q04_3,phl_q05_3,phl_q06_3,phl_q07__1_3,phl_q07__2_3,phl_q07__3_3,phl_q07__4_3,phl_q07__5_3,phl_q07__6_3,phl_q08__1,phl_q09_1,phl_q10_1,phl_q11_1,phl_q12__1_1,phl_q12__2_1,phl_q12__3_1,phl_q12__4_1,phl_q12__5_1,phl_q12__6_1,phl_q08__2,phl_q09_2,phl_q10_2,phl_q11_2,phl_q12__1_2,phl_q12__2_2,phl_q12__3_2,phl_q12__4_2,phl_q12__5_2,phl_q12__6_2,phl_q08__3,phl_q09_3,phl_q10_3,phl_q11_3,phl_q12__1_3,phl_q12__2_3,phl_q12__3_3,phl_q12__4_3,phl_q12__5_3,phl_q12__6_3
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19075,2120. OKRO,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19075,"2142. PEPPER, SMALL (RODO)",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19075,2190. PUMPKIN,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19077,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19077,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19080,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19081,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19082,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19082,1090. MELON/EGUSI,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19082,2120. OKRO,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1322,19084,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. RURAL,1214,19085,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. RURAL,1214,19085,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. RURAL,1214,19087,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. RURAL,1214,19088,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. RURAL,1214,19089,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. RURAL,1214,19089,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. RURAL,1214,19091,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. RURAL,1214,19092,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. RURAL,1214,19093,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. RURAL,1214,19094,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. RURAL,1214,19095,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. RURAL,1214,19095,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. RURAL,1214,19096,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. RURAL,1792,19097,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. RURAL,1792,19098,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. RURAL,1792,19098,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. RURAL,1792,19099,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. RURAL,1792,19100,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. RURAL,1792,19100,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. RURAL,1792,19101,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. RURAL,1792,19101,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. RURAL,1792,19103,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. RURAL,1792,19104,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. RURAL,1792,19104,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. RURAL,1792,19104,1090. MELON/EGUSI,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. RURAL,1792,19105,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. RURAL,1792,19105,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. RURAL,1792,19105,2170. PLANTAIN,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. RURAL,1792,19106,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. RURAL,1792,19107,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. RURAL,1996,19110,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. RURAL,1996,19110,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. RURAL,1996,19112,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. RURAL,1996,19112,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. RURAL,1996,19116,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. RURAL,1996,19117,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. RURAL,1996,19117,1090. MELON/EGUSI,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. RURAL,1996,19117,"1121. YAM, WHITE",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. RURAL,1996,19117,2190. PUMPKIN,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. RURAL,1996,19119,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. RURAL,1996,19120,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,110. OHAFIA,2. RURAL,338,19122,"1121. YAM, WHITE",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,110. OHAFIA,2. RURAL,338,19123,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,110. OHAFIA,2. RURAL,338,19124,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,110. OHAFIA,2. RURAL,338,19124,"1121. YAM, WHITE",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,110. OHAFIA,2. RURAL,338,19125,1123. WATER YAM,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,110. OHAFIA,2. RURAL,338,19126,2190. PUMPKIN,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,110. OHAFIA,2. RURAL,338,19127,2190. PUMPKIN,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,110. OHAFIA,2. RURAL,338,19129,"1121. YAM, WHITE",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,110. OHAFIA,2. RURAL,338,19129,1123. WATER YAM,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,110. OHAFIA,2. RURAL,338,19129,2170. PLANTAIN,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,110. OHAFIA,2. RURAL,338,19130,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,110. OHAFIA,2. RURAL,338,19130,2120. OKRO,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,2. RURAL,118,19133,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,2. RURAL,118,19136,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,2. RURAL,118,19138,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,2. RURAL,118,19138,"1121. YAM, WHITE",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,2. RURAL,118,19138,2160. PINEAPPLE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,2. RURAL,118,19139,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,2. RURAL,118,19140,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,2. RURAL,118,19141,2060. CUCUMBER,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,2. RURAL,118,19141,2080. GARDEN EGG,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,2. RURAL,118,19141,"3030. PEPPER, CHILLI (SHOMBO)",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,2. RURAL,118,19143,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,2. RURAL,118,19144,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,2. RURAL,118,19144,2120. OKRO,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,112. UGWUNAGBO,2. RURAL,556,19158,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,112. UGWUNAGBO,2. RURAL,556,19158,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,112. UGWUNAGBO,2. RURAL,556,19159,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,112. UGWUNAGBO,2. RURAL,556,19160,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,112. UGWUNAGBO,2. RURAL,556,19161,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,112. UGWUNAGBO,2. RURAL,556,19163,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,112. UGWUNAGBO,2. RURAL,556,19163,"1121. YAM, WHITE",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,112. UGWUNAGBO,2. RURAL,556,19164,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,112. UGWUNAGBO,2. RURAL,556,19166,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,112. UGWUNAGBO,2. RURAL,556,19166,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,112. UGWUNAGBO,2. RURAL,556,19166,"1121. YAM, WHITE",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,112. UGWUNAGBO,2. RURAL,556,19166,2030. BANANA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,112. UGWUNAGBO,2. RURAL,556,19166,2170. PLANTAIN,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,112. UGWUNAGBO,2. RURAL,556,19167,2170. PLANTAIN,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,112. UGWUNAGBO,2. RURAL,556,19168,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,113. UKWA EAST,2. RURAL,6,19169,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,113. UKWA EAST,2. RURAL,6,19170,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,113. UKWA EAST,2. RURAL,6,19173,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,113. UKWA EAST,2. RURAL,6,19175,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,113. UKWA EAST,2. RURAL,6,19177,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,113. UKWA EAST,2. RURAL,6,19178,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,113. UKWA EAST,2. RURAL,6,19179,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,113. UKWA EAST,2. RURAL,44,19181,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,113. UKWA EAST,2. RURAL,44,19181,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,113. UKWA EAST,2. RURAL,44,19182,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,113. UKWA EAST,2. RURAL,44,19183,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,113. UKWA EAST,2. RURAL,44,19184,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
